project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	aliquot_id	aliquot_submitter_id	aliquot_quantity	aliquot_volume	amount	analyte_type	analyte_type_id	concentration	no_matched_normal_low_pass_wgs	no_matched_normal_targeted_sequencing	no_matched_normal_wgs	no_matched_normal_wxs	selected_normal_low_pass_wgs	selected_normal_targeted_sequencing	selected_normal_wgs	selected_normal_wxs	source_center	state
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	65c210ef-f501-4752-a63f-5d9f5fb3d1e8	TCGA-CQ-A4CG-10A	c771eee7-23ae-4140-a650-cc981af9dd8a	TCGA-CQ-A4CG-10A-01	4b50b98d-e151-49ab-b5b1-32d7aa961e7a	TCGA-CQ-A4CG-10A-01D	08cf1852-84bf-4af9-b7ea-12d38a3749fb	TCGA-CQ-A4CG-10A-01D-A25Y-08	3.2	40.0	'--	'--	'--	0.08	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	65c210ef-f501-4752-a63f-5d9f5fb3d1e8	TCGA-CQ-A4CG-10A	c771eee7-23ae-4140-a650-cc981af9dd8a	TCGA-CQ-A4CG-10A-01	4b50b98d-e151-49ab-b5b1-32d7aa961e7a	TCGA-CQ-A4CG-10A-01D	f4e3636a-1277-42ae-af82-c711e363493e	TCGA-CQ-A4CG-10A-01D-A25X-01	1.07	6.7	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	65c210ef-f501-4752-a63f-5d9f5fb3d1e8	TCGA-CQ-A4CG-10A	c771eee7-23ae-4140-a650-cc981af9dd8a	TCGA-CQ-A4CG-10A-01	8b27bc32-2330-4658-a0e0-f74492983301	TCGA-CQ-A4CG-10A-01W	09d8e393-6bff-4f84-bf95-ee339147efc1	TCGA-CQ-A4CG-10A-01W-A296-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	73479b59-8a67-45be-aaa5-8ba6770a6d4c	TCGA-CQ-A4CG-01A	e37012e6-3c19-47a0-a04f-82b67178d9ec	TCGA-CQ-A4CG-01A-11	229268df-bf30-4941-8797-657882e39eee	TCGA-CQ-A4CG-01A-11D	009cbff6-7773-4ad9-a8a3-4770af607598	TCGA-CQ-A4CG-01A-11D-A25Y-08	2.8	40.0	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	73479b59-8a67-45be-aaa5-8ba6770a6d4c	TCGA-CQ-A4CG-01A	e37012e6-3c19-47a0-a04f-82b67178d9ec	TCGA-CQ-A4CG-01A-11	229268df-bf30-4941-8797-657882e39eee	TCGA-CQ-A4CG-01A-11D	609c2f69-1d94-4be4-b553-0755f8627fc1	TCGA-CQ-A4CG-01A-11D-A265-05	1.95	13.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	73479b59-8a67-45be-aaa5-8ba6770a6d4c	TCGA-CQ-A4CG-01A	e37012e6-3c19-47a0-a04f-82b67178d9ec	TCGA-CQ-A4CG-01A-11	229268df-bf30-4941-8797-657882e39eee	TCGA-CQ-A4CG-01A-11D	b0333339-f80b-473f-9311-e111c7dce1e6	TCGA-CQ-A4CG-01A-11D-A25X-01	1.01	6.7	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	73479b59-8a67-45be-aaa5-8ba6770a6d4c	TCGA-CQ-A4CG-01A	e37012e6-3c19-47a0-a04f-82b67178d9ec	TCGA-CQ-A4CG-01A-11	8e009af8-0138-4863-a283-55576d354d8f	TCGA-CQ-A4CG-01A-11W	8bf221d4-7cfd-4c3a-a997-bbad2c3f3ad0	TCGA-CQ-A4CG-01A-11W-A296-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	73479b59-8a67-45be-aaa5-8ba6770a6d4c	TCGA-CQ-A4CG-01A	e37012e6-3c19-47a0-a04f-82b67178d9ec	TCGA-CQ-A4CG-01A-11	c3171a9a-7914-4e15-bef2-5511c8c87ead	TCGA-CQ-A4CG-01A-11R	9e13b2db-0c54-4ae2-b8cf-8cd1385bf630	TCGA-CQ-A4CG-01A-11R-A25Z-13	3.2	20.0	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e7a055d9-8d68-4e6b-bade-4b2585757210	TCGA-CQ-A4CG	73479b59-8a67-45be-aaa5-8ba6770a6d4c	TCGA-CQ-A4CG-01A	e37012e6-3c19-47a0-a04f-82b67178d9ec	TCGA-CQ-A4CG-01A-11	c3171a9a-7914-4e15-bef2-5511c8c87ead	TCGA-CQ-A4CG-01A-11R	eee78dec-0b18-48ea-a793-56dd12dc3d3f	TCGA-CQ-A4CG-01A-11R-A266-07	2.08	13.0	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	7fb56f25-873d-475c-9db6-f0be3945d926	TCGA-HD-7753-10A	1cd94ba5-69cb-4f2c-a3d3-368659443f0c	TCGA-HD-7753-10A-01	7bd4a2f8-7e55-49c2-ac1e-eb76fe0789d4	TCGA-HD-7753-10A-01W	853f2483-7c4f-428c-9791-8320e37aad9e	TCGA-HD-7753-10A-01W-2159-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	7fb56f25-873d-475c-9db6-f0be3945d926	TCGA-HD-7753-10A	1cd94ba5-69cb-4f2c-a3d3-368659443f0c	TCGA-HD-7753-10A-01	cbd81865-ee14-4ba1-9e67-10cd35d381f2	TCGA-HD-7753-10A-01D	0ca58135-303a-4e85-896e-7f7c75481e42	TCGA-HD-7753-10A-01D-2078-08	3.0	60.0	'--	'--	'--	0.05	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	7fb56f25-873d-475c-9db6-f0be3945d926	TCGA-HD-7753-10A	1cd94ba5-69cb-4f2c-a3d3-368659443f0c	TCGA-HD-7753-10A-01	cbd81865-ee14-4ba1-9e67-10cd35d381f2	TCGA-HD-7753-10A-01D	60d15c0c-a12e-4fe5-8d76-cad096f2c248	TCGA-HD-7753-10A-01D-A32X-10	1.4	20.0	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	True	'--	23	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	7fb56f25-873d-475c-9db6-f0be3945d926	TCGA-HD-7753-10A	1cd94ba5-69cb-4f2c-a3d3-368659443f0c	TCGA-HD-7753-10A-01	cbd81865-ee14-4ba1-9e67-10cd35d381f2	TCGA-HD-7753-10A-01D	f6d72787-3e00-4479-a0d6-7d745b8c27d5	TCGA-HD-7753-10A-01D-2077-01	0.93	6.67	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	0678ea17-5153-4bb6-80bb-b727ea6cc019	TCGA-HD-7753-01A-11R	1bd2c2ee-eb5b-41e6-b106-8038b88a24ca	TCGA-HD-7753-01A-11R-2081-07	2.0	13.3	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	0678ea17-5153-4bb6-80bb-b727ea6cc019	TCGA-HD-7753-01A-11R	9891b025-e6b0-44f4-bb8b-56f647ba64a0	TCGA-HD-7753-01A-11R-2080-13	3.0	20.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	4114c94b-8942-4bdc-879c-6a7892807754	TCGA-HD-7753-01A-11D	54e78de0-d357-4125-a904-ab35e461572b	TCGA-HD-7753-01A-11D-A32X-10	1.4	20.0	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	4114c94b-8942-4bdc-879c-6a7892807754	TCGA-HD-7753-01A-11D	7dc33525-6f57-4b12-9b72-c9c845296ae3	TCGA-HD-7753-01A-11D-2078-08	3.0	60.0	'--	'--	'--	0.05	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	4114c94b-8942-4bdc-879c-6a7892807754	TCGA-HD-7753-01A-11D	b06f2c86-b9a7-494e-bbd1-ffc71105e235	TCGA-HD-7753-01A-11D-2077-01	0.93	6.67	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	4114c94b-8942-4bdc-879c-6a7892807754	TCGA-HD-7753-01A-11D	c9fa55b6-dd04-4f9c-9144-4a88f605fd8f	TCGA-HD-7753-01A-11D-2079-05	1.86	13.3	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	e8ac39e6-377a-412c-b18d-f6c4fc654ec6	TCGA-HD-7753	e723f1bb-73a3-4d65-bd25-de76138515e9	TCGA-HD-7753-01A	8ddffc10-77d9-479a-bc7a-d18611f47ace	TCGA-HD-7753-01A-11	6c609835-1a96-47f8-973a-a6eb23146f81	TCGA-HD-7753-01A-11W	0e4f7676-74c4-426d-95ef-a564c0c8c828	TCGA-HD-7753-01A-11W-2159-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	0080b5ac-b9b2-4fef-ae51-6a6178325364	TCGA-T2-A6X2-10B	3d98aab7-613e-4804-b8f2-55edfc9b4cf8	TCGA-T2-A6X2-10B-01	647ea6f8-bef4-4d0d-b97b-80029aed1e0b	TCGA-T2-A6X2-10B-01D	11f05511-3cf2-4246-812e-b42367b9501f	TCGA-T2-A6X2-10B-01D-A34M-08	2.8	40.0	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	0080b5ac-b9b2-4fef-ae51-6a6178325364	TCGA-T2-A6X2-10B	3d98aab7-613e-4804-b8f2-55edfc9b4cf8	TCGA-T2-A6X2-10B-01	647ea6f8-bef4-4d0d-b97b-80029aed1e0b	TCGA-T2-A6X2-10B-01D	4075ea2f-98e3-42f3-8311-f9474a1b1d5c	TCGA-T2-A6X2-10B-01D-A34L-01	0.94	6.7	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	0080b5ac-b9b2-4fef-ae51-6a6178325364	TCGA-T2-A6X2-10B	3d98aab7-613e-4804-b8f2-55edfc9b4cf8	TCGA-T2-A6X2-10B-01	c9cc1ba1-fd7e-44d3-8a00-3a9ee9a74074	TCGA-T2-A6X2-10B-01W	b4eb908e-9c6d-40ef-b1f0-c458b11285cd	TCGA-T2-A6X2-10B-01W-A43T-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	161b6a0e-0b50-41a1-bdf3-bd7666067454	TCGA-T2-A6X2-01A	c7daea94-d15d-4ea7-baae-f1a50bffe4a2	TCGA-T2-A6X2-01A-12	2b03e7fd-7fae-4b73-9600-705c7e52840e	TCGA-T2-A6X2-01A-12W	039faa22-2044-43f6-a8c1-e2010021fbc7	TCGA-T2-A6X2-01A-12W-A43S-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	161b6a0e-0b50-41a1-bdf3-bd7666067454	TCGA-T2-A6X2-01A	c7daea94-d15d-4ea7-baae-f1a50bffe4a2	TCGA-T2-A6X2-01A-12	b91c6128-5937-40b9-b8df-88f75f2c6102	TCGA-T2-A6X2-01A-12R	509a3756-0f43-46d3-81ad-32f8f7fff6b3	TCGA-T2-A6X2-01A-12R-A34R-07	2.21	13.0	'--	'--	'--	0.17	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	161b6a0e-0b50-41a1-bdf3-bd7666067454	TCGA-T2-A6X2-01A	c7daea94-d15d-4ea7-baae-f1a50bffe4a2	TCGA-T2-A6X2-01A-12	b91c6128-5937-40b9-b8df-88f75f2c6102	TCGA-T2-A6X2-01A-12R	6aeada26-3dcf-4362-9755-012188b13233	TCGA-T2-A6X2-01A-12R-A34O-13	3.4	20.0	'--	'--	'--	0.17	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	161b6a0e-0b50-41a1-bdf3-bd7666067454	TCGA-T2-A6X2-01A	c7daea94-d15d-4ea7-baae-f1a50bffe4a2	TCGA-T2-A6X2-01A-12	d4cc8413-8dee-4e32-9052-08e23d72d050	TCGA-T2-A6X2-01A-12D	36c5d355-84af-4c2e-9ea6-810718b82bfc	TCGA-T2-A6X2-01A-12D-A34J-08	2.8	40.0	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	161b6a0e-0b50-41a1-bdf3-bd7666067454	TCGA-T2-A6X2-01A	c7daea94-d15d-4ea7-baae-f1a50bffe4a2	TCGA-T2-A6X2-01A-12	d4cc8413-8dee-4e32-9052-08e23d72d050	TCGA-T2-A6X2-01A-12D	989afc66-1ede-4d9c-8918-862e63faa52b	TCGA-T2-A6X2-01A-12D-A34K-05	1.95	13.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	731f6967-5a01-40b7-9f88-64d980214bb2	TCGA-T2-A6X2	161b6a0e-0b50-41a1-bdf3-bd7666067454	TCGA-T2-A6X2-01A	c7daea94-d15d-4ea7-baae-f1a50bffe4a2	TCGA-T2-A6X2-01A-12	d4cc8413-8dee-4e32-9052-08e23d72d050	TCGA-T2-A6X2-01A-12D	bcd72b9b-8d82-4bad-82f4-b00d0582c711	TCGA-T2-A6X2-01A-12D-A34I-01	1.01	6.7	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	69fe86c3-1e82-4583-9051-ffdb84224239	TCGA-CN-A6V7-01A	a1f163e0-d299-40e2-a409-bffde0055f51	TCGA-CN-A6V7-01A-12	0c89ffcc-200b-4b21-b8a4-a897d27548b8	TCGA-CN-A6V7-01A-12R	1a6417f8-cedb-4abf-94cc-925b155ca5ea	TCGA-CN-A6V7-01A-12R-A34O-13	3.6	20.0	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	69fe86c3-1e82-4583-9051-ffdb84224239	TCGA-CN-A6V7-01A	a1f163e0-d299-40e2-a409-bffde0055f51	TCGA-CN-A6V7-01A-12	0c89ffcc-200b-4b21-b8a4-a897d27548b8	TCGA-CN-A6V7-01A-12R	a1296d9a-008d-4395-a2f9-2b51f5c53669	TCGA-CN-A6V7-01A-12R-A34R-07	2.34	13.0	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	69fe86c3-1e82-4583-9051-ffdb84224239	TCGA-CN-A6V7-01A	a1f163e0-d299-40e2-a409-bffde0055f51	TCGA-CN-A6V7-01A-12	0c8d9141-62a5-488f-a0f4-7d4869721f8f	TCGA-CN-A6V7-01A-12W	40637466-70a4-431a-bc68-be1a8e666058	TCGA-CN-A6V7-01A-12W-A43S-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	69fe86c3-1e82-4583-9051-ffdb84224239	TCGA-CN-A6V7-01A	a1f163e0-d299-40e2-a409-bffde0055f51	TCGA-CN-A6V7-01A-12	3cb6b38f-8068-4f92-8e48-1225928278d0	TCGA-CN-A6V7-01A-12D	abbccfcd-dbe9-48bd-b396-71711a119e6d	TCGA-CN-A6V7-01A-12D-A34K-05	2.08	13.0	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	69fe86c3-1e82-4583-9051-ffdb84224239	TCGA-CN-A6V7-01A	a1f163e0-d299-40e2-a409-bffde0055f51	TCGA-CN-A6V7-01A-12	3cb6b38f-8068-4f92-8e48-1225928278d0	TCGA-CN-A6V7-01A-12D	b536b8d4-f61e-4bf7-8d5e-0f055f412699	TCGA-CN-A6V7-01A-12D-A34I-01	1.07	6.7	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	69fe86c3-1e82-4583-9051-ffdb84224239	TCGA-CN-A6V7-01A	a1f163e0-d299-40e2-a409-bffde0055f51	TCGA-CN-A6V7-01A-12	3cb6b38f-8068-4f92-8e48-1225928278d0	TCGA-CN-A6V7-01A-12D	e1df0565-4d89-40a5-9c53-a5d2f0d00e2d	TCGA-CN-A6V7-01A-12D-A34J-08	3.2	40.0	'--	'--	'--	0.08	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	ed5933bf-adaf-4bee-81fb-b1ec5782c248	TCGA-CN-A6V7-10A	9e03f3eb-2f8b-4948-aa2f-3236c3450cd9	TCGA-CN-A6V7-10A-01	ea7478e9-63d9-435b-b806-95ea4f077523	TCGA-CN-A6V7-10A-01D	cd39cbb7-fca3-4c1f-b1c5-986a2e444e9e	TCGA-CN-A6V7-10A-01D-A34L-01	1.07	6.7	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	ed5933bf-adaf-4bee-81fb-b1ec5782c248	TCGA-CN-A6V7-10A	9e03f3eb-2f8b-4948-aa2f-3236c3450cd9	TCGA-CN-A6V7-10A-01	ea7478e9-63d9-435b-b806-95ea4f077523	TCGA-CN-A6V7-10A-01D	e32d8d17-6722-473c-9e7d-6f0a292107b5	TCGA-CN-A6V7-10A-01D-A34M-08	3.2	40.0	'--	'--	'--	0.08	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	67560840-70fb-45fd-8572-648f74811aec	TCGA-CN-A6V7	ed5933bf-adaf-4bee-81fb-b1ec5782c248	TCGA-CN-A6V7-10A	9e03f3eb-2f8b-4948-aa2f-3236c3450cd9	TCGA-CN-A6V7-10A-01	f056cc0d-1b1e-4478-b003-3bbacd2fef80	TCGA-CN-A6V7-10A-01W	76b179d8-1f78-4b52-91e3-620a44f9401a	TCGA-CN-A6V7-10A-01W-A43T-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	00ab48d1-6b1c-4663-a9b1-69d22f93af1a	TCGA-CR-7372-01A	c0d5ee15-6baa-45e4-9cda-0a8ffde85490	TCGA-CR-7372-01A-11	5ea8c621-b237-4a55-96e6-e9ea14411095	TCGA-CR-7372-01A-11R	27052d2e-0797-4ec8-a7ca-806c600603cc	TCGA-CR-7372-01A-11R-2016-07	1.86	13.3	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	00ab48d1-6b1c-4663-a9b1-69d22f93af1a	TCGA-CR-7372-01A	c0d5ee15-6baa-45e4-9cda-0a8ffde85490	TCGA-CR-7372-01A-11	5ea8c621-b237-4a55-96e6-e9ea14411095	TCGA-CR-7372-01A-11R	71fb1229-b38e-404f-b7e1-30c78e9b451f	TCGA-CR-7372-01A-11R-2015-13	2.8	20.0	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	00ab48d1-6b1c-4663-a9b1-69d22f93af1a	TCGA-CR-7372-01A	c0d5ee15-6baa-45e4-9cda-0a8ffde85490	TCGA-CR-7372-01A-11	86651bcb-c60d-4b9f-b28c-9d9be9897825	TCGA-CR-7372-01A-11D	57f900bd-6828-4753-a030-f66219f32627	TCGA-CR-7372-01A-11D-2014-05	2.0	13.3	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	00ab48d1-6b1c-4663-a9b1-69d22f93af1a	TCGA-CR-7372-01A	c0d5ee15-6baa-45e4-9cda-0a8ffde85490	TCGA-CR-7372-01A-11	86651bcb-c60d-4b9f-b28c-9d9be9897825	TCGA-CR-7372-01A-11D	9032c525-9bed-47f9-b9f2-ecce4593ea37	TCGA-CR-7372-01A-11D-2012-08	3.0	60.0	'--	'--	'--	0.05	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	00ab48d1-6b1c-4663-a9b1-69d22f93af1a	TCGA-CR-7372-01A	c0d5ee15-6baa-45e4-9cda-0a8ffde85490	TCGA-CR-7372-01A-11	86651bcb-c60d-4b9f-b28c-9d9be9897825	TCGA-CR-7372-01A-11D	d9c83d5b-c957-44ed-ac2b-bd650d2de308	TCGA-CR-7372-01A-11D-2010-01	1.0	6.67	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	00ab48d1-6b1c-4663-a9b1-69d22f93af1a	TCGA-CR-7372-01A	c0d5ee15-6baa-45e4-9cda-0a8ffde85490	TCGA-CR-7372-01A-11	da662445-0dad-47dc-999f-9e3c33ca1c39	TCGA-CR-7372-01A-11W	847e8e98-323d-4bce-b88f-b497e589b3a9	TCGA-CR-7372-01A-11W-2032-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	78c03965-eb48-4155-9de8-1dce93305edb	TCGA-CR-7372-10A	04cdf598-6228-4fa6-92ff-d1d9e6fb7762	TCGA-CR-7372-10A-01	4196dcdf-042c-4e6c-bf9a-3b1ba0860974	TCGA-CR-7372-10A-01W	446656d1-ce47-4e77-9585-e7bae54402c3	TCGA-CR-7372-10A-01W-2033-08	40.0	80.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	78c03965-eb48-4155-9de8-1dce93305edb	TCGA-CR-7372-10A	04cdf598-6228-4fa6-92ff-d1d9e6fb7762	TCGA-CR-7372-10A-01	820c9a44-2943-42a4-9c5f-8459f94bc3ef	TCGA-CR-7372-10A-01D	067eb6e6-2211-467d-993f-f16368e1da5d	TCGA-CR-7372-10A-01D-2013-08	3.0	60.0	'--	'--	'--	0.05	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	45c3cd39-1c5d-4e26-8afc-5bed3c230088	TCGA-CR-7372	78c03965-eb48-4155-9de8-1dce93305edb	TCGA-CR-7372-10A	04cdf598-6228-4fa6-92ff-d1d9e6fb7762	TCGA-CR-7372-10A-01	820c9a44-2943-42a4-9c5f-8459f94bc3ef	TCGA-CR-7372-10A-01D	1b49c990-1e58-4e52-8c3a-4321d7030936	TCGA-CR-7372-10A-01D-2011-01	0.87	6.67	'--	'--	'--	0.13	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-HNSC	a091822c-447a-49a5-8c20-e329df79599c	TCGA-CQ-6229	6c33c6d3-a5b8-47d2-8a20-66a54e46e272	TCGA-CQ-6229-10A	29cc81cd-4893-4589-8a72-aa0f12b4ca3e	TCGA-CQ-6229-10A-01	2aeb0893-118b-42e9-8e04-8630743687cc	TCGA-CQ-6229-10A-01D	7ca9e363-a5a7-4458-8015-6a72fb563f79	TCGA-CQ-6229-10A-01D-1911-02	1.4	10.0	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	True	'--	22	released
TCGA-HNSC	a091822c-447a-49a5-8c20-e329df79599c	TCGA-CQ-6229	6c33c6d3-a5b8-47d2-8a20-66a54e46e272	TCGA-CQ-6229-10A	29cc81cd-4893-4589-8a72-aa0f12b4ca3e	TCGA-CQ-6229-10A-01	2aeb0893-118b-42e9-8e04-8630743687cc	TCGA-CQ-6229-10A-01D	ab416480-3676-4775-92ba-fddf2deda045	TCGA-CQ-6229-10A-01D-1912-08	3.0	60.0	'--	'--	'--	0.05	'--	'--	'--	'--	'--	'--	'--	'--	22	released
