id	filename	md5	size	state
19c52ed3-417c-4438-a32b-5aa169f5d7d3	336b6bb7-5830-4950-8e7c-4472741dd05a.mirbase21.isoforms.quantification.txt	28e2f4b87c1b425683ca2ef6414391b9	492999	released
97387837-2411-475f-abcd-de3d745c9b9e	e4975b19-3921-45c6-b21c-33119b4b5fed.mirbase21.isoforms.quantification.txt	97e776ead38d5c368ae16c9e3dcffdd4	439824	released
fbfae378-7eff-4ee2-ab5f-4e5b85ab30a7	a4afd140-2bdb-455e-b5b6-b83774839dd7.mirbase21.isoforms.quantification.txt	2df7ef5b414277ee38399e7c28aa55e0	321172	released
c154a3bf-d679-4cab-84a5-d9dad53de341	0d434960-a8e7-42fc-b25e-77e09d62e6f6.mirbase21.isoforms.quantification.txt	8f43b0c927e4922db3aa299196b79331	450407	released
8e8baed7-5df4-42d0-aed6-42e7475bb0c2	1d91331e-9fde-48b1-9e87-e322f82ed2dc.mirbase21.isoforms.quantification.txt	d56b1abd10a6a3a1bcc202a2b9329a8b	323490	released
6d060fd0-ff90-4e95-9d78-4e2711fa2010	fb590893-1f88-47fe-9da0-db06219609b3.mirbase21.isoforms.quantification.txt	3bed040bc3e77fb89d5773f0e0194dbd	505321	released
37abc5ca-b0e4-454b-bf38-12f1f93003b1	3b0433cb-98c8-4725-b675-99221cb90e56.mirbase21.isoforms.quantification.txt	34d6200cd681c7a237afa9d35700806c	446048	released
f8d2d521-4274-483f-b187-81129d4de770	35f447fe-b60b-45bd-b094-f206913f17f6.mirbase21.isoforms.quantification.txt	e45c8352a9a662e2c8651e87e9d180ab	382059	released
8b47432b-ca3f-487f-9e42-b40b20aa5705	7c9d6da6-a80f-4412-ad16-39a4b8420f28.mirbase21.isoforms.quantification.txt	5aff9c7ba2ce2f3b155b4d2a998601b5	414995	released
65832670-f227-496d-97cc-761ca61c8977	1fc3c987-0490-4abb-b9f9-103506823099.mirbase21.isoforms.quantification.txt	4703c55809befff57dce3332e06b2927	522541	released
c5213a46-cd70-4635-9867-f825e05b6329	efd9f9bf-2367-459b-a0a2-3dd6d345b799.mirbase21.isoforms.quantification.txt	72ffe45d0367d0d59463de0210849e81	430829	released
6f7e30d2-90bf-4a80-a823-35864ddbe10b	01bdc4db-ed9a-483b-807a-00d755368f80.mirbase21.isoforms.quantification.txt	c9bc899d50b1dd3001bf62e9f328f5ca	426706	released
3989978f-0359-4d66-94e9-b442b0f1f800	121eee05-f8dd-498f-8323-d288d0b6ebf0.mirbase21.isoforms.quantification.txt	5995fc85264ade4c55feaa3c8bfe5839	430420	released
b0112def-99f9-4128-b92b-6e34789b1c57	9e393dd1-9ace-4c25-b262-973fdf0d8262.mirbase21.isoforms.quantification.txt	785c0929b081034e9f9ec6bba09758c8	366150	released
5e3f1bbd-f1f2-426d-bb61-81b1e2bec81c	c2ade968-d9da-4d76-bfa3-077cc1bcafed.mirbase21.isoforms.quantification.txt	599924d31e3c05138f21ce1bd0bcdcf0	461874	released
a1beb788-a00c-496e-bbd1-c5cf151c25a3	74d52df0-227b-4f3f-b507-b22cd7506dc4.mirbase21.isoforms.quantification.txt	62d6138564b1e6e405272971b2ba0983	339915	released
5693170e-8342-43f3-9d68-1c523770ad0f	272dd395-c5e1-4269-989d-adfdd8126c4f.mirbase21.isoforms.quantification.txt	202738c3b484157774f00437dd5a00a0	326203	released
4eef6dad-05d3-4f2f-875f-b8224f7baa98	5e28a878-24a0-4897-bba9-d3051872d190.mirbase21.isoforms.quantification.txt	28feef10e514c6532a37f279133a0520	355837	released
f1c5fb89-5176-416f-8a99-dc0e059d135b	72282127-7300-45f0-9499-b0d48a8160b0.mirbase21.isoforms.quantification.txt	27accd857162396ce63425b4ded1f930	332866	released
ba935d84-bed1-48aa-8664-61e8f3d7d19b	fb5cc885-60fd-4efc-879f-d9b52022e40d.mirbase21.isoforms.quantification.txt	390d2f645b768869107d69e45266326a	370107	released
44b406c7-d71e-4887-8036-2ad02e9a76be	43c413e7-dc69-4623-82ef-a35d7a6faa11.mirbase21.isoforms.quantification.txt	0b92c0bbf8d1e28832e109d4d27cafae	408584	released
29ea6674-0f65-489b-9114-b135aa42c612	e095e214-f555-4a78-acae-e3a7bb8f6cdf.mirbase21.isoforms.quantification.txt	ecdd32add69f66dbf4f54567111b3008	406977	released
fb8aa14b-bf1a-455f-abd1-b7b663e2a3fd	4db5cfdb-e84b-4fad-b3f1-37ec453b21b4.mirbase21.isoforms.quantification.txt	af8d919c2a0c952bc6d5e0942c61bdad	402512	released
a5144a18-c51a-4529-aded-242813f8c614	0ddc124a-f1a5-47f1-af80-b3dcf166d53e.mirbase21.isoforms.quantification.txt	70eceac1460cd97fe61bcf83589bcdda	465504	released
9ef99691-8574-4c09-bdc5-26c7e0283caa	9023d7cf-71fa-49e8-853c-4c73e0570362.mirbase21.isoforms.quantification.txt	d8e766c11e838142a60de32dbb7f798a	240178	released
d7da0373-470f-413c-84e9-05fc7efe8355	1db9e59b-2547-498a-9da7-295b3c226a9a.mirbase21.isoforms.quantification.txt	16473cd589e6869e12ef209c7d3027c4	351649	released
e47e29fc-3710-4da9-8805-bd8d29a92a23	41f8154f-896f-4b1e-b076-fd087366c46d.mirbase21.isoforms.quantification.txt	a436ee077f1590ca4cef3e0afd4ed42a	478432	released
9a765a76-70c9-4b1c-a143-9e4f158e2e90	eca0639f-0dbe-4325-a10c-f7c0aed59e2c.mirbase21.isoforms.quantification.txt	21ed467120cdd2104953668e53d2c568	336935	released
9ddb8260-2403-4c09-81af-a4ab898a5ad6	322e4071-1b4e-47e2-a42f-6c33fcc11756.mirbase21.isoforms.quantification.txt	8e1c8755722d326613518f2a75b7a331	441036	released
a7f9c9f1-0ed9-4b2d-a8fe-f5f3adb099d4	6a1fc5c0-6ed9-4bc9-900a-95141c15fa12.mirbase21.isoforms.quantification.txt	44470070b4eb3a0e8f9ea8a7799277e1	566144	released
fe06cdc0-7665-4d57-816d-c45599817ece	f1767cf3-6e78-4345-b5e9-34445f706fb1.mirbase21.isoforms.quantification.txt	299d22af275d07c20446ef9f6c5f3129	344722	released
f1450f59-06cf-4d56-83e1-d830facb9541	44cede17-1827-4d07-bad8-136db4d73b26.mirbase21.isoforms.quantification.txt	3efa4ecfa43f11f75ea566f35f591214	332418	released
906c637f-9dfd-40fc-b22f-5e3065e0b77c	effeb215-6d68-490e-9557-f40376dd12a1.mirbase21.isoforms.quantification.txt	c2649ef5832cddb72067d69a367c97c9	407729	released
