id	filename	md5	size	state
bb3cbfb0-e98e-4340-b949-93577164992b	b3e0ed23-3946-4576-8ff2-c47809e2bc68.mirbase21.mirnas.quantification.txt	f6c468e10c8ed21ca7d18f20b5566328	50289	released
833be910-c265-44a4-a428-43fe039c19b2	2ec5d128-4d3f-4537-ad5e-75bc07da8e15.mirbase21.mirnas.quantification.txt	535a010a95d92ac0de770291ad8def3f	50233	released
197310fb-a8df-4b32-8726-a7be95ca0cd9	e58d3418-858c-4293-b492-08f5e62ca1fd.mirbase21.mirnas.quantification.txt	38c79b85619b22719febbfe4aa16f148	50324	released
5d0f1f48-455c-481e-8d2a-3fd8494aae17	9f085f04-e6ef-47a9-a8d8-15a03ea7c174.mirbase21.mirnas.quantification.txt	0a02b4d624ac5387a5e91288ba659207	50194	released
480a45c8-d1cd-4900-b1f1-5e97ef5ea33a	c39de023-c13b-4350-950f-4a87aab4f627.mirbase21.mirnas.quantification.txt	c241c25e6ae1eb198770af7fb56f72b4	50487	released
3082e454-df87-4671-851a-28498f6398d9	fb590893-1f88-47fe-9da0-db06219609b3.mirbase21.mirnas.quantification.txt	f87e01843f2cd3778371a732094636ef	50349	released
eef679a9-eb10-478c-a383-af9e7096105a	47c5f1a0-cf05-47fd-92e7-79637087f117.mirbase21.mirnas.quantification.txt	d0611d02303e155cf9e14cb3e40d0cf2	50332	released
9c52b995-29b4-471e-8524-a961d1a570f6	4ffcd57e-8146-46ff-a118-ac047be74ef7.mirbase21.mirnas.quantification.txt	a5366b841ae1a25bdf3cd8883d84301f	50222	released
26013a2c-7313-408b-8f89-83ab90174b06	efd9f9bf-2367-459b-a0a2-3dd6d345b799.mirbase21.mirnas.quantification.txt	c5c89d8002ba550259578a6668c01f74	50506	released
7515c5ed-4d5a-485d-b2f4-8d4fea89417b	3a8e0c8c-5bf5-4d4e-89e4-7ffad0d03fb3.mirbase21.mirnas.quantification.txt	3695129f29d7ea6406621ff1ac4700d9	50170	released
7330ecae-1ccd-4fd1-9925-09d21519e084	01bdc4db-ed9a-483b-807a-00d755368f80.mirbase21.mirnas.quantification.txt	4da6f14e5bc2b00aa50c868becd8b192	50374	released
76fa068e-03eb-496d-a1a1-18cd09473ddc	1967f7fa-fef9-423f-9bc1-d837873f389f.mirbase21.mirnas.quantification.txt	cdcaf42aff25d92194c6b7e75d4c657a	50381	released
70835aff-e0bf-4331-8570-cf6c793993a8	5e28a878-24a0-4897-bba9-d3051872d190.mirbase21.mirnas.quantification.txt	7b761c9de77b179e02fb929ca4bef080	50330	released
5ee6b9ea-7828-4631-bd81-52e4ddebff4e	476962c8-96c1-44ab-84fa-0ee5d2d42b31.mirbase21.mirnas.quantification.txt	f94f50642685bd1783735cbaefcd734a	50359	released
4f22ad5b-139e-4835-9be1-8806de694c3a	43c413e7-dc69-4623-82ef-a35d7a6faa11.mirbase21.mirnas.quantification.txt	ccd003a2b4c976fe1eb23d58f5c21688	50397	released
6ed4f915-49ed-4182-84c7-997b57da6bc2	d09e33ac-6e51-41a7-90b8-2a86da7a2fbf.mirbase21.mirnas.quantification.txt	cc39bbe6ae4a734dc8e7ab5cdf5bd3c7	50200	released
1be359e5-29d2-4d68-a380-d09d86e068a2	11edcab6-a731-42a0-ac2a-700db82160d2.mirbase21.mirnas.quantification.txt	3fa3583ea41bd2d3bd1d7638e7df2af5	50325	released
587e7996-a5c7-47e0-ade2-ed1a7a727b5f	c79c7ccb-631e-45d7-ae50-b1e4335df3fd.mirbase21.mirnas.quantification.txt	9e79a0e1206cedabd72da1ffc96aacbf	50124	released
fcf98817-f7c1-4dcb-ae7b-4b4e5589709b	1db9e59b-2547-498a-9da7-295b3c226a9a.mirbase21.mirnas.quantification.txt	80ab089b2a47a1dfb9f204df49b9bd7c	50154	released
